Country;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source;;
Greece;Southern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2016;Rate per 100;000 population;0;574648595;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2016;Rate per 100;000 population;4;644291106;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2016;Rate per 100;000 population;1;46017266;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2016;Rate per 100;000 population;2;477583288;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2016;Rate per 100;000 population;0;706535158;CTS
Greece;Southern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2016;Rate per 100;000 population;2;600049382;CTS
Greece;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100;000 population;2;430480944;CTS
Greece;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100;000 population;2;430480944;CTS
Greece;Southern Europe;Violent offences;by type of offence;Robbery;Total;Total;2016;Rate per 100;000 population;44;63418106;CTS
Germany;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2016;Rate per 100;000 population;170;3693601;CTS
Germany;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2016;Rate per 100;000 population;5;786326628;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2016;Rate per 100;000 population;45;21753899;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2016;Rate per 100;000 population;9;634550161;CTS
Germany;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2016;Rate per 100;000 population;35;58298883;CTS
Germany;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2016;Rate per 100;000 population;52;32635028;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2016;Rate per 100;000 population;37;79341841;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2016;Rate per 100;000 population;26;93059642;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2016;Rate per 100;000 population;31;63949675;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2016;Rate per 100;000 population;9;82306498;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2016;Rate per 100;000 population;13;28796557;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Female;Total;2016;Rate per 100;000 population;26;67897579;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Female;Total;2016;Rate per 100;000 population;38;11693065;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2016;Rate per 100;000 population;5;231312687;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2016;Rate per 100;000 population;24;13980804;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2016;Rate per 100;000 population;90;7417559;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2016;Rate per 100;000 population;158;6139598;CTS
Germany;Western Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2016;Rate per 100;000 population;42;38058641;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2016;Rate per 100;000 population;1;873257012;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Other Perpetrator known to the victim;Male;Total;2016;Rate per 100;000 population;6;54722533;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Perpetrator unknown to the victim;Male;Total;2016;Rate per 100;000 population;6;981465778;CTS
Germany;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2016;Rate per 100;000 population;1;514916291;CTS
France;Western Europe;Violent offences;by type of offence;Serious assault;Total;Total;2016;Rate per 100;000 population;382;7419578;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2016;Rate per 100;000 population;54;93942174;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2016;Rate per 100;000 population;22;6514886;CTS
France;Western Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2016;Rate per 100;000 population;32;87427288;CTS
France;Western Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2016;Rate per 100;000 population;11;17097452;CTS
France;Western Europe;Violent offences;by type of offence;Robbery;Total;Total;2016;Rate per 100;000 population;50;83844937;CTS
France;Western Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2016;Rate per 100;000 population;88;44461345;CTS
France;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100;000 population;3;725204542;CTS
France;Western Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2016;Rate per 100;000 population;5;904039411;CTS
France;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2016;Rate per 100;000 population;227;2356903;CTS
France;Western Europe;Victims of sexual exploitation;Total;Total;Total;Total;2016;Rate per 100;000 population;15;47439117;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2016;Rate per 100;000 population;24;2594947;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2016;Rate per 100;000 population;72;2338221;CTS
France;Western Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2016;Rate per 100;000 population;44;3172807;CTS
France;Western Europe;Victims of sexual exploitation;Total;Total;Total;Total;2016;Rate per 100;000 population;5;222059294;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2016;Rate per 100;000 population;4;768799868;CTS
France;Western Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2016;Rate per 100;000 population;13;34242533;CTS
Finland;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2016;Rate per 100;000 population;28;95749033;CTS
Finland;Northern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2016;Rate per 100;000 population;0;54568135;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2016;Rate per 100;000 population;57;98773818;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2016;Rate per 100;000 population;21;9967888;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2016;Rate per 100;000 population;36;88805929;CTS
Finland;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2016;Rate per 100;000 population;30;37626184;CTS
Finland;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2016;Rate per 100;000 population;5;129404694;CTS
Finland;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2016;Rate per 100;000 population;12;73256484;CTS
Finland;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100;000 population;2;601081104;CTS
Finland;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2016;Rate per 100;000 population;2;687526651;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Female;Total;2016;Rate per 100;000 population;5;267552237;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2016;Rate per 100;000 population;7;560908312;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Female;Total;2016;Rate per 100;000 population;9;352592747;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Female;Total;2016;Rate per 100;000 population;88;36587629;CTS
Finland;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2016;Rate per 100;000 population;0;701872596;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Intimate partner or family member;Male;Total;2016;Rate per 100;000 population;4;617582869;CTS
Finland;Northern Europe;Victims of serious assault;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2016;Rate per 100;000 population;41;37354251;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Intimate partner or family member;Male;Total;2016;Rate per 100;000 population;1;34338563;CTS
Finland;Northern Europe;Victims of sexual violence;by relationship to perpetrator;Relationship to perpetrator is not known;Male;Total;2016;Rate per 100;000 population;7;683657894;CTS
Estonia;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100;000 population;8;963112236;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2016;Rate per 100;000 population;30;34311001;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2016;Rate per 100;000 population;29;39762361;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2016;Rate per 100;000 population;66;41166548;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2016;Rate per 100;000 population;37;1404187;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2016;Rate per 100;000 population;10;45287748;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Acts intended to induce fear or emotional distress;Total;Total;2016;Rate per 100;000 population;31;11350634;CTS
Denmark;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100;000 population;4;184652795;CTS
Denmark;Northern Europe;Violent offences;by type of offence;Robbery;Total;Total;2016;Rate per 100;000 population;38;25718141;CTS
Denmark;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2016;Rate per 100;000 population;0;CTS;
Denmark;Northern Europe;Victims of sexual exploitation;Total;Total;Total;Total;2016;Rate per 100;000 population;0;176031483;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Rape;Total;Total;2016;Rate per 100;000 population;6;111762572;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Other acts of sexual violence;Total;Total;2016;Rate per 100;000 population;0;141257995;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Serious assault;Total;Total;2016;Rate per 100;000 population;47;55685823;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Kidnapping;Total;Total;2016;Rate per 100;000 population;0;169509594;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence;Total;Total;2016;Rate per 100;000 population;13;11815911;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual violence: Sexual assault;Total;Total;2016;Rate per 100;000 population;6;865138544;CTS
Czechia;Eastern Europe;Violent offences;by type of offence;Sexual Exploitation;Total;Total;2016;Rate per 100;000 population;3;729211061;CTS
