Country,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Score,,
Republic of Moldova,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,0,737823514,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,6,148529284,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,15,7894232,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,8,386593944,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,5,45740949,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,2,866678159,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,23,95032124,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,3,244382376,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,20,70593887,CTS
Portugal,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,128,9327241,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,20,6095519,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,8,30498801,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,2,82169736,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,1,350383153,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,4,872435121,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,8,8387264,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,66,293799,CTS
Poland,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,5,256754693,CTS
Poland,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,25,3598271,CTS
Poland,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,2,825324492,CTS
Poland,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,7,556338018,CTS
Poland,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,14,79080362,CTS
Poland,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,1,53417784,CTS
Poland,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,33,96457856,CTS
Poland,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,1,981945831,CTS
Norway,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,41,87813634,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,105,8856017,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,42,56372656,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,55,70420591,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,7,617669184,CTS
Norway,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,15,4257801,CTS
Norway,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,10,87422276,CTS
Norway,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,88,72680182,CTS
Norway,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,7,846199259,CTS
Norway,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,7,256136234,CTS
Norway,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,14,35870345,CTS
Norway,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,29,44685974,CTS
Norway,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,2,153984986,CTS
Norway,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,69,309796,CTS
Norway,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,150,6655814,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,8,314325727,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,480596863,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,5,478804237,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,1,730148706,CTS
North Macedonia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,11,9188022,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,29,561956,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,2,47331106,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,27,88363778,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,9,3936304,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,13,4377142,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,5,800503319,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,2,679420315,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,52,88174599,CTS
Netherlands,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,17,16595652,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,20,40585329,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,318841458,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,3,507256034,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,0,318841458,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,2,550731661,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,0,637682915,CTS
Montenegro,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,20,40585329,CTS
Monaco,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,2,626740215,CTS
Monaco,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,13,13370108,CTS
Monaco,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,13,13370108,CTS
Monaco,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,0,CTS,
Monaco,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,0,CTS,
Malta,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,71,54338808,CTS
Malta,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,0,687917193,CTS
Malta,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,45,86114621,CTS
Malta,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,CTS,
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,20,17890433,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,6,191254738,CTS
Malta,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,13,98764959,CTS
Malta,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,59,39018434,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,98,2277572,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,8,63161311,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,72,33291787,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,18,29901979,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,54,3389807,CTS
Luxembourg,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,79,23820835,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,7,475199468,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,3,806814544,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,0,CTS,
Lithuania,Northern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,CTS,
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,7,198340229,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,3,391525685,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,9,37860674,CTS
Lithuania,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,4,706607073,CTS
Lithuania,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,46,44313744,CTS
Lithuania,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,7,190521865,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,0,706211969,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,0,449407617,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,0,192603264,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,0,256804352,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,1,797630466,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,4,108869637,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,1,605027202,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,0,513608705,CTS
Lithuania,Northern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,450467698,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,1,801870792,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,2,102182591,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,2,102182591,CTS
Lithuania,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,0,375389748,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,225233849,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,0,300311799,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,0,150155899,CTS
Lithuania,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,0,375389748,CTS
Liechtenstein,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,188,5539769,CTS
